date,BOVA11.SA,IVVB11.SA,IMAB11.SA,USDBRL=X,CDI
2016-08-31,99.491375,122.84758,139.128093,3.782688,10.15306
2016-09-01,99.599606,122.853076,139.121946,3.782954,10.153415
2016-09-02,99.711406,122.856293,139.115832,3.783256,10.15377
2016-09-05,99.826607,122.857241,139.109754,3.783594,10.154126
2016-09-06,99.945034,122.855937,139.10371,3.78397,10.154481
2016-09-07,100.066505,122.852402,139.097704,3.784383,10.154836
2016-09-08,100.190832,122.846663,139.091734,3.784835,10.155192
2016-09-09,100.317821,122.838752,139.085803,3.785326,10.155547
2016-09-12,100.447273,122.828706,139.079911,3.785857,10.155903
2016-09-13,100.578982,122.816566,139.074059,3.786428,10.156258
2016-09-14,100.71274,122.80238,139.068247,3.787039,10.156614
2016-09-15,100.848334,122.7862,139.062477,3.787691,10.156969
2016-09-16,100.985547,122.768083,139.056749,3.788385,10.157325
2016-09-19,101.12416,122.748088,139.051065,3.78912,10.15768
2016-09-20,101.263952,122.726284,139.045425,3.789897,10.158036
2016-09-21,101.404698,122.702739,139.03983,3.790717,10.158391
2016-09-22,101.546175,122.677528,139.034281,3.791579,10.158747
2016-09-23,101.688157,122.65073,139.028779,3.792484,10.159102
2016-09-26,101.83042,122.622426,139.023324,3.793431,10.159458
2016-09-27,101.972738,122.592704,139.017917,3.794422,10.159814
2016-09-28,102.114889,122.561653,139.01256,3.795455,10.160169
2016-09-29,102.256652,122.529366,139.007253,3.796532,10.160525
2016-09-30,102.397808,122.495939,139.001997,3.797652,10.16088
2016-10-03,102.538141,122.461471,138.996792,3.798814,10.161236
2016-10-04,102.67744,122.426066,138.99164,3.80002,10.161592
2016-10-05,102.815498,122.389828,138.986542,3.801268,10.161947
2016-10-06,102.952111,122.352863,138.981497,3.802559,10.162303
2016-10-07,103.087083,122.315282,138.976508,3.803891,10.162659
2016-10-10,103.220224,122.277195,138.971574,3.805266,10.163014
2016-10-11,103.351348,122.238716,138.966697,3.806683,10.16337
2016-10-12,103.480281,122.199959,138.961878,3.808141,10.163726
2016-10-13,103.606851,122.161041,138.957117,3.80964,10.164082
2016-10-14,103.730899,122.122078,138.952415,3.811179,10.164437
2016-10-17,103.852274,122.083188,138.947772,3.812758,10.164793
2016-10-18,103.970831,122.044491,138.943191,3.814377,10.165149
2016-10-19,104.086439,122.006104,138.938671,3.816034,10.165505
2016-10-20,104.198975,121.968147,138.934213,3.81773,10.16586
2016-10-21,104.308326,121.930739,138.929818,3.819464,10.166216
2016-10-24,104.41439,121.893999,138.925487,3.821234,10.166572
2016-10-25,104.517079,121.858045,138.921221,3.823041,10.166928
2016-10-26,104.616312,121.822996,138.91702,3.824884,10.167284
2016-10-27,104.712022,121.788967,138.912885,3.826761,10.16764
2016-10-28,104.804155,121.756075,138.908817,3.828671,10.167996
2016-10-31,104.892666,121.724433,138.904817,3.830615,10.168351
2016-11-01,104.977526,121.694155,138.900886,3.832591,10.168707
2016-11-02,105.058716,121.665352,138.897023,3.834599,10.169063
2016-11-03,105.136228,121.638132,138.893231,3.836636,10.169419
2016-11-04,105.21007,121.612603,138.889509,3.838703,10.169775
2016-11-07,105.280259,121.58887,138.885859,3.840797,10.170131
2016-11-08,105.346827,121.567033,138.882281,3.842919,10.170487
2016-11-09,105.409816,121.547193,138.878776,3.845067,10.170843
2016-11-10,105.46928,121.529447,138.875345,3.84724,10.171199
2016-11-11,105.525288,121.513888,138.871988,3.849437,10.171555
2016-11-14,105.577918,121.500605,138.868706,3.851656,10.171911
2016-11-15,105.627258,121.489687,138.865501,3.853897,10.172267
2016-11-16,105.673411,121.481217,138.862372,3.856158,10.172623
2016-11-17,105.716487,121.475274,138.85932,3.858438,10.172979
2016-11-18,105.756609,121.471934,138.856347,3.860735,10.173335
2016-11-21,105.793909,121.471271,138.853452,3.86305,10.173691
2016-11-22,105.828528,121.473351,138.850637,3.865379,10.174047
2016-11-23,105.860618,121.478239,138.847902,3.867722,10.174403
2016-11-24,105.890338,121.485994,138.845248,3.870077,10.174759
2016-11-25,105.917856,121.496672,138.842675,3.872444,10.175116
2016-11-28,105.943346,121.510324,138.840185,3.874821,10.175472
2016-11-29,105.966992,121.526996,138.837778,3.877206,10.175828
2016-11-30,105.988982,121.54673,138.835455,3.879598,10.176184
2016-12-01,106.009511,121.569563,138.833216,3.881996,10.17654
2016-12-02,106.028779,121.595526,138.831062,3.884398,10.176896
2016-12-05,106.046992,121.624649,138.828993,3.886803,10.177253
2016-12-06,106.064358,121.656952,138.827012,3.889209,10.177609
2016-12-07,106.081091,121.692454,138.825117,3.891616,10.177965
2016-12-08,106.097405,121.731168,138.82331,3.894021,10.178321
2016-12-09,106.113519,121.7731,138.821591,3.896424,10.178678
2016-12-12,106.129652,121.818255,138.819961,3.898823,10.179034
2016-12-13,106.146024,121.866629,138.818421,3.901216,10.17939
2016-12-14,106.162856,121.918216,138.816971,3.903602,10.179746
2016-12-15,106.180368,121.973003,138.815612,3.90598,10.180103
2016-12-16,106.19878,122.030973,138.814345,3.908348,10.180459
2016-12-19,106.218309,122.092103,138.81317,3.910706,10.180815
2016-12-20,106.239172,122.156366,138.812088,3.913051,10.181172
2016-12-21,106.261581,122.223731,138.811099,3.915382,10.181528
2016-12-22,106.285746,122.294161,138.810204,3.917698,10.181884
2016-12-23,106.311873,122.367613,138.809404,3.919998,10.182241
2016-12-26,106.340162,122.44404,138.808699,3.922281,10.182597
2016-12-27,106.370809,122.523393,138.80809,3.924545,10.182953
2016-12-28,106.404006,122.605614,138.807578,3.926788,10.18331
2016-12-29,106.439936,122.690645,138.807162,3.92901,10.183666
2016-12-30,106.478778,122.778418,138.806845,3.93121,10.184023
2017-01-02,106.520701,122.868867,138.806625,3.933386,10.184379
2017-01-03,106.565868,122.961916,138.806505,3.935537,10.184736
2017-01-04,106.614436,123.057489,138.806483,3.937662,10.185092
2017-01-05,106.66655,123.155505,138.806562,3.93976,10.185449
2017-01-06,106.722348,123.255877,138.806741,3.94183,10.185805
2017-01-09,106.78196,123.358517,138.807022,3.94387,10.186162
2017-01-10,106.845503,123.463331,138.807403,3.94588,10.186518
2017-01-11,106.913087,123.570224,138.807887,3.94786,10.186875
2017-01-12,106.984811,123.679097,138.808474,3.949807,10.187231
2017-01-13,107.060764,123.789845,138.809164,3.951721,10.187588
2017-01-16,107.141023,123.902365,138.809958,3.953601,10.187944
2017-01-17,107.225656,124.016548,138.810856,3.955447,10.188301
2017-01-18,107.314717,124.132282,138.811859,3.957257,10.188658
2017-01-19,107.408251,124.249454,138.812968,3.959031,10.189014
2017-01-20,107.506291,124.367949,138.814182,3.960768,10.189371
2017-01-23,107.608858,124.487649,138.815503,3.962467,10.189727
2017-01-24,107.715961,124.608435,138.81693,3.964129,10.190084
2017-01-25,107.827598,124.730185,138.818465,3.965751,10.190441
2017-01-26,107.943754,124.852778,138.820108,3.967334,10.190797
2017-01-27,108.064403,124.976089,138.821859,3.968878,10.191154
2017-01-30,108.189507,125.099993,138.823719,3.970381,10.191511
2017-01-31,108.319016,125.224366,138.825688,3.971844,10.191867
2017-02-01,108.452867,125.349082,138.827767,3.973265,10.192224
2017-02-02,108.590987,125.474014,138.829956,3.974646,10.192581
2017-02-03,108.733291,125.599037,138.832256,3.975984,10.192938
2017-02-06,108.879682,125.724024,138.834667,3.977281,10.193294
2017-02-07,109.03005,125.84885,138.83719,3.978536,10.193651
2017-02-08,109.184278,125.973389,138.839825,3.979749,10.194008
2017-02-09,109.342235,126.097519,138.842572,3.98092,10.194365
2017-02-10,109.50378,126.221115,138.845433,3.982049,10.194722
2017-02-13,109.668761,126.344057,138.848406,3.983136,10.195078
2017-02-14,109.837017,126.466224,138.851494,3.98418,10.195435
2017-02-15,110.008376,126.587499,138.854695,3.985183,10.195792
2017-02-16,110.182659,126.707765,138.858011,3.986143,10.196149
2017-02-17,110.359675,126.826909,138.861442,3.987062,10.196506
2017-02-20,110.539227,126.94482,138.864989,3.98794,10.196863
2017-02-21,110.721107,127.061388,138.868652,3.988777,10.19722
2017-02-22,110.905102,127.176509,138.87243,3.989573,10.197576
2017-02-23,111.09099,127.29008,138.876325,3.990328,10.197933
2017-02-24,111.278544,127.402001,138.880338,3.991044,10.19829
2017-02-27,111.46753,127.512179,138.884467,3.99172,10.198647
2017-02-28,111.657708,127.620521,138.888714,3.992358,10.199004
2017-03-01,111.848833,127.726938,138.893079,3.992957,10.199361
2017-03-02,112.040657,127.831349,138.897563,3.993518,10.199718
2017-03-03,112.232926,127.933673,138.902166,3.994042,10.200075
2017-03-06,112.425386,128.033836,138.906887,3.994529,10.200432
2017-03-07,112.617778,128.131767,138.911728,3.994981,10.200789
2017-03-08,112.809842,128.227401,138.916689,3.995397,10.201146
2017-03-09,113.001317,128.320678,138.92177,3.99578,10.201503
2017-03-10,113.191941,128.411542,138.926971,3.996128,10.20186
2017-03-13,113.381455,128.499943,138.932293,3.996445,10.202217
2017-03-14,113.569597,128.585835,138.937736,3.996729,10.202575
2017-03-15,113.756111,128.669179,138.943301,3.996983,10.202932
2017-03-16,113.940739,128.749941,138.948987,3.997207,10.203289
2017-03-17,114.123231,128.828092,138.954795,3.997401,10.203646
2017-03-20,114.303337,128.903608,138.960725,3.997568,10.204003
2017-03-21,114.480815,128.976473,138.966778,3.997708,10.20436
2017-03-22,114.655424,129.046673,138.972953,3.997823,10.204717
2017-03-23,114.826935,129.114203,138.979252,3.997912,10.205074
2017-03-24,114.99512,129.179062,138.985674,3.997977,10.205432
2017-03-27,115.159763,129.241254,138.99222,3.998021,10.205789
2017-03-28,115.320653,129.300792,138.998889,3.998042,10.206146
2017-03-29,115.47759,129.35769,139.005682,3.998043,10.206503
2017-03-30,115.630382,129.411971,139.0126,3.998025,10.206861
2017-03-31,115.778846,129.463662,139.019642,3.997989,10.207218
2017-04-03,115.922813,129.512797,139.026809,3.997936,10.207575
2017-04-04,116.062122,129.559413,139.034101,3.997868,10.207932
2017-04-05,116.196623,129.603555,139.041519,3.997785,10.20829
2017-04-06,116.326182,129.645271,139.049061,3.997689,10.208647
2017-04-07,116.450673,129.684615,139.056729,3.997581,10.209004
2017-04-10,116.569985,129.721647,139.064523,3.997462,10.209361
2017-04-11,116.684021,129.75643,139.072444,3.997334,10.209719
2017-04-12,116.792695,129.789033,139.08049,3.997197,10.210076
2017-04-13,116.895936,129.81953,139.088662,3.997053,10.210434
2017-04-14,116.993689,129.847998,139.096962,3.996903,10.210791
2017-04-17,117.085909,129.87452,139.105387,3.996749,10.211148
2017-04-18,117.172568,129.899181,139.11394,3.996591,10.211506
2017-04-19,117.253653,129.922071,139.12262,3.996431,10.211863
2017-04-20,117.329163,129.943285,139.131427,3.99627,10.212221
2017-04-21,117.399112,129.962919,139.140361,3.996109,10.212578
2017-04-24,117.463531,129.981075,139.149423,3.99595,10.212935
2017-04-25,117.522461,129.997856,139.158612,3.995793,10.213293
2017-04-26,117.575959,130.013369,139.167929,3.995639,10.21365
2017-04-27,117.624098,130.027723,139.177374,3.995491,10.214008
2017-04-28,117.66696,130.04103,139.186947,3.995348,10.214365
2017-05-01,117.704644,130.053404,139.196648,3.995212,10.214723
2017-05-02,117.737261,130.064962,139.206476,3.995085,10.21508
2017-05-03,117.764934,130.075821,139.216434,3.994966,10.215438
2017-05-04,117.787798,130.0861,139.226519,3.994858,10.215795
2017-05-05,117.806001,130.095921,139.236733,3.994761,10.216153
2017-05-08,117.8197,130.105404,139.247075,3.994677,10.216511
2017-05-09,117.829066,130.114672,139.257546,3.994605,10.216868
2017-05-10,117.834278,130.12385,139.268146,3.994548,10.217226
2017-05-11,117.835525,130.133058,139.278874,3.994505,10.217583
2017-05-12,117.833004,130.142422,139.289731,3.994479,10.217941
2017-05-15,117.826922,130.152065,139.300717,3.994469,10.218299
2017-05-16,117.817492,130.162109,139.311831,3.994477,10.218656
2017-05-17,117.804937,130.172677,139.323075,3.994503,10.219014
2017-05-18,117.789482,130.183889,139.334447,3.994548,10.219372
2017-05-19,117.771361,130.195867,139.345948,3.994614,10.219729
2017-05-22,117.750813,130.208729,139.357578,3.994699,10.220087
2017-05-23,117.728077,130.222593,139.369337,3.994806,10.220445
2017-05-24,117.703401,130.237573,139.381225,3.994935,10.220802
2017-05-25,117.677033,130.253784,139.393241,3.995085,10.22116
2017-05-26,117.649221,130.271337,139.405387,3.995259,10.221518
2017-05-29,117.620218,130.290341,139.417661,3.995456,10.221876
2017-05-30,117.590275,130.310902,139.430065,3.995677,10.222233
2017-05-31,117.559644,130.333123,139.442597,3.995922,10.222591
2017-06-01,117.528574,130.357104,139.455258,3.996192,10.222949
2017-06-02,117.497316,130.382944,139.468047,3.996487,10.223307
2017-06-05,117.466114,130.410735,139.480966,3.996807,10.223665
2017-06-06,117.435213,130.440569,139.494012,3.997152,10.224022
2017-06-07,117.404852,130.47253,139.507188,3.997523,10.22438
2017-06-08,117.375265,130.506703,139.520492,3.99792,10.224738
2017-06-09,117.346682,130.543165,139.533925,3.998342,10.225096
2017-06-12,117.319328,130.58199,139.547485,3.998791,10.225454
2017-06-13,117.29342,130.62325,139.561175,3.999266,10.225812
2017-06-14,117.269169,130.667009,139.574992,3.999767,10.22617
2017-06-15,117.246779,130.713328,139.588937,4.000294,10.226528
2017-06-16,117.226444,130.762263,139.603011,4.000846,10.226886
2017-06-19,117.208351,130.813866,139.617212,4.001425,10.227244
2017-06-20,117.192679,130.868184,139.631541,4.002029,10.227601
2017-06-21,117.179595,130.925258,139.645998,4.002658,10.227959
2017-06-22,117.169257,130.985124,139.660582,4.003313,10.228317
2017-06-23,117.161814,131.047813,139.675293,4.003992,10.228675
2017-06-26,117.157403,131.113352,139.690132,4.004695,10.229033
2017-06-27,117.15615,131.181762,139.705098,4.005423,10.229391
2017-06-28,117.158169,131.253057,139.720191,4.006174,10.22975
2017-06-29,117.163563,131.327248,139.73541,4.006948,10.230108
2017-06-30,117.172424,131.404339,139.750756,4.007745,10.230466
2017-07-03,117.184831,131.48433,139.766229,4.008564,10.230824
2017-07-04,117.20085,131.567214,139.781828,4.009404,10.231182
2017-07-05,117.220534,131.652979,139.797553,4.010265,10.23154
2017-07-06,117.243926,131.741609,139.813403,4.011146,10.231898
2017-07-07,117.271053,131.833081,139.82938,4.012047,10.232256
2017-07-10,117.301931,131.927366,139.845482,4.012966,10.232614
2017-07-11,117.336562,132.024432,139.861709,4.013902,10.232972
2017-07-12,117.374936,132.124239,139.878061,4.014856,10.233331
2017-07-13,117.417029,132.226744,139.894538,4.015826,10.233689
2017-07-14,117.462805,132.331896,139.91114,4.016811,10.234047
2017-07-17,117.512214,132.439642,139.927866,4.017811,10.234405
2017-07-18,117.565196,132.549922,139.944717,4.018824,10.234763
2017-07-19,117.621674,132.662672,139.961691,4.01985,10.235122
2017-07-20,117.681562,132.777821,139.978789,4.020886,10.23548
2017-07-21,117.74476,132.895295,139.99601,4.021934,10.235838
2017-07-24,117.811158,133.015015,140.013354,4.02299,10.236196
2017-07-25,117.880631,133.136898,140.030822,4.024055,10.236555
2017-07-26,117.953046,133.260855,140.048412,4.025127,10.236913
2017-07-27,118.028256,133.386794,140.066124,4.026205,10.237271
2017-07-28,118.106105,133.514617,140.083958,4.027287,10.237629
2017-07-31,118.186425,133.644225,140.101914,4.028373,10.237988
2017-08-01,118.269041,133.775512,140.119991,4.029462,10.238346
2017-08-02,118.353764,133.90837,140.13819,4.030552,10.238704
2017-08-03,118.440399,134.042687,140.156509,4.031642,10.239063
2017-08-04,118.528743,134.178348,140.174949,4.03273,10.239421
2017-08-07,118.618581,134.315234,140.193509,4.033817,10.23978
2017-08-08,118.709694,134.453224,140.212189,4.034899,10.240138
2017-08-09,118.801856,134.592194,140.230988,4.035976,10.240496
2017-08-10,118.894832,134.732017,140.249907,4.037047,10.240855
2017-08-11,118.988383,134.872564,140.268944,4.038111,10.241213
2017-08-14,119.082265,135.013703,140.2881,4.039165,10.241572
2017-08-15,119.176229,135.155302,140.307374,4.040209,10.24193
2017-08-16,119.270023,135.297225,140.326766,4.041242,10.242289
2017-08-17,119.363389,135.439338,140.346275,4.042262,10.242647
2017-08-18,119.456071,135.581502,140.365901,4.043267,10.243006
2017-08-21,119.547808,135.723578,140.385644,4.044258,10.243364
2017-08-22,119.638339,135.86543,140.405503,4.045231,10.243723
2017-08-23,119.727404,136.006916,140.425478,4.046187,10.244081
2017-08-24,119.814742,136.147898,140.445569,4.047123,10.24444
2017-08-25,119.900094,136.288236,140.465774,4.048039,10.244798
2017-08-28,119.983202,136.427791,140.486095,4.048933,10.245157
2017-08-29,120.063814,136.566425,140.506529,4.049803,10.245515
2017-08-30,120.141677,136.704001,140.527077,4.05065,10.245874
2017-08-31,120.216546,136.840382,140.547739,4.051471,10.246233
2017-09-01,120.288181,136.975433,140.568514,4.052265,10.246591
2017-09-04,120.356345,137.109021,140.589401,4.053031,10.24695
2017-09-05,120.42081,137.241015,140.6104,4.053768,10.247309
2017-09-06,120.481355,137.371286,140.631511,4.054475,10.247667
2017-09-07,120.537767,137.499708,140.652733,4.055151,10.248026
2017-09-08,120.589841,137.626156,140.674066,4.055794,10.248385
2017-09-11,120.637382,137.750509,140.695509,4.056404,10.248743
2017-09-12,120.680205,137.872651,140.717061,4.056979,10.249102
2017-09-13,120.718135,137.992466,140.738724,4.057519,10.249461
2017-09-14,120.751009,138.109844,140.760494,4.058022,10.249819
2017-09-15,120.778674,138.224679,140.782374,4.058488,10.250178
2017-09-18,120.800992,138.336867,140.804361,4.058916,10.250537
2017-09-19,120.817835,138.446311,140.826455,4.059304,10.250896
2017-09-20,120.829089,138.552917,140.848657,4.059652,10.251255
2017-09-21,120.834655,138.656596,140.870964,4.059959,10.251613
2017-09-22,120.834445,138.757264,140.893378,4.060225,10.251972
2017-09-25,120.828387,138.854842,140.915897,4.060448,10.252331
2017-09-26,120.816423,138.949255,140.93852,4.060628,10.25269
2017-09-27,120.798509,139.040437,140.961248,4.060764,10.253049
2017-09-28,120.774617,139.128324,140.98408,4.060856,10.253408
2017-09-29,120.744732,139.212859,141.007015,4.060904,10.253766
2017-10-02,120.708856,139.293991,141.030052,4.060905,10.254125
2017-10-03,120.667004,139.371674,141.053191,4.060861,10.254484
2017-10-04,120.619207,139.445869,141.076432,4.060771,10.254843
2017-10-05,120.565511,139.516543,141.099774,4.060634,10.255202
2017-10-06,120.505975,139.583668,141.123217,4.060449,10.255561
2017-10-09,120.440675,139.647224,141.146759,4.060218,10.25592
2017-10-10,120.369699,139.707196,141.1704,4.059939,10.256279
2017-10-11,120.29315,139.763576,141.194141,4.059612,10.256638
2017-10-12,120.211145,139.816362,141.217979,4.059237,10.256997
2017-10-13,120.123813,139.865557,141.241914,4.058814,10.257356
2017-10-16,120.031297,139.911173,141.265947,4.058343,10.257715
2017-10-17,119.933752,139.953227,141.290076,4.057824,10.258074
2017-10-18,119.831345,139.99174,141.3143,4.057257,10.258433
2017-10-19,119.724255,140.026743,141.33862,4.056641,10.258792
2017-10-20,119.612672,140.05827,141.363034,4.055978,10.259151
2017-10-23,119.496794,140.086364,141.387542,4.055268,10.25951
2017-10-24,119.376831,140.111071,141.412143,4.05451,10.259869
2017-10-25,119.253001,140.132444,141.436837,4.053705,10.260228
2017-10-26,119.125532,140.150543,141.461622,4.052853,10.260587
2017-10-27,118.994657,140.165431,141.486499,4.051954,10.260947
2017-10-30,118.860619,140.177179,141.511467,4.05101,10.261306
2017-10-31,118.723665,140.185861,141.536525,4.05002,10.261665
2017-11-01,118.584048,140.191558,141.561672,4.048985,10.262024
2017-11-02,118.442026,140.194355,141.586907,4.047906,10.262383
2017-11-03,118.297862,140.194342,141.612231,4.046783,10.262742
2017-11-06,118.151821,140.191614,141.637642,4.045617,10.263102
2017-11-07,118.004171,140.18627,141.66314,4.044408,10.263461
2017-11-08,117.855182,140.178412,141.688723,4.043158,10.26382
2017-11-09,117.705125,140.168148,141.714392,4.041866,10.264179
2017-11-10,117.554271,140.155588,141.740146,4.040535,10.264539
2017-11-13,117.40289,140.140847,141.765984,4.039164,10.264898
2017-11-14,117.251252,140.124042,141.791905,4.037755,10.265257
2017-11-15,117.099625,140.105294,141.817908,4.036308,10.265616
2017-11-16,116.948274,140.084727,141.843993,4.034825,10.265976
2017-11-17,116.79746,140.062465,141.87016,4.033307,10.266335
2017-11-20,116.647441,140.038637,141.896407,4.031754,10.266694
2017-11-21,116.49847,140.013373,141.922733,4.030168,10.267054
2017-11-22,116.350796,139.986804,141.949139,4.02855,10.267413
2017-11-23,116.204659,139.959064,141.975623,4.0269,10.267772
2017-11-24,116.060296,139.930288,142.002184,4.025221,10.268132
2017-11-27,115.917934,139.900609,142.028822,4.023513,10.268491
2017-11-28,115.777796,139.870165,142.055536,4.021778,10.268851
2017-11-29,115.640092,139.839092,142.082326,4.020016,10.26921
2017-11-30,115.505028,139.807526,142.10919,4.01823,10.269569
2017-12-01,115.372799,139.775603,142.136128,4.01642,10.269929
2017-12-04,115.243589,139.74346,142.163139,4.014587,10.270288
2017-12-05,115.117575,139.711231,142.190222,4.012733,10.270648
2017-12-06,114.994922,139.679051,142.217377,4.01086,10.271007
2017-12-07,114.875785,139.647052,142.244603,4.008969,10.271367
2017-12-08,114.760306,139.615367,142.271898,4.00706,10.271726
2017-12-11,114.64862,139.584125,142.299263,4.005136,10.272086
2017-12-12,114.540846,139.553454,142.326697,4.003198,10.272445
2017-12-13,114.437093,139.523481,142.354198,4.001248,10.272805
2017-12-14,114.33746,139.494328,142.381765,3.999286,10.273164
2017-12-15,114.24203,139.466116,142.409399,3.997314,10.273524
2017-12-18,114.150877,139.438963,142.437099,3.995334,10.273884
2017-12-19,114.06406,139.412984,142.464863,3.993347,10.274243
2017-12-20,113.981628,139.388291,142.49269,3.991354,10.274603
2017-12-21,113.903616,139.364992,142.52058,3.989357,10.274962
2017-12-22,113.830046,139.34319,142.548533,3.987358,10.275322
2017-12-25,113.760929,139.322987,142.576547,3.985357,10.275682
2017-12-26,113.696261,139.30448,142.604621,3.983356,10.276041
2017-12-27,113.636029,139.287759,142.632755,3.981358,10.276401
2017-12-28,113.580204,139.272914,142.660948,3.979362,10.276761
2017-12-29,113.528746,139.260028,142.689199,3.97737,10.27712
2018-01-01,113.481604,139.249179,142.717507,3.975385,10.27748
2018-01-02,113.438714,139.240442,142.745871,3.973407,10.27784
2018-01-03,113.400001,139.233884,142.774291,3.971437,10.278199
2018-01-04,113.365376,139.229571,142.802766,3.969477,10.278559
2018-01-05,113.334742,139.227561,142.831294,3.967529,10.278919
2018-01-08,113.307988,139.227908,142.859875,3.965593,10.279279
2018-01-09,113.284995,139.230658,142.888509,3.96367,10.279638
2018-01-10,113.265632,139.235856,142.917194,3.961764,10.279998
2018-01-11,113.249757,139.243538,142.945929,3.959873,10.280358
2018-01-12,113.237222,139.253736,142.974714,3.958,10.280718
2018-01-15,113.227865,139.266475,143.003548,3.956146,10.281078
2018-01-16,113.221519,139.281776,143.03243,3.954312,10.281438
2018-01-17,113.218006,139.299652,143.061358,3.952499,10.281797
2018-01-18,113.217143,139.320114,143.090333,3.950709,10.282157
2018-01-19,113.218736,139.343164,143.119353,3.948942,10.282517
2018-01-22,113.222587,139.368798,143.148418,3.947199,10.282877
2018-01-23,113.228491,139.397008,143.177526,3.945482,10.283237
2018-01-24,113.236237,139.427781,143.206677,3.943791,10.283597
2018-01-25,113.245608,139.461094,143.235869,3.942128,10.283957
2018-01-26,113.256385,139.496924,143.265102,3.940493,10.284317
2018-01-29,113.268341,139.535237,143.294376,3.938888,10.284677
2018-01-30,113.28125,139.575998,143.323688,3.937312,10.285037
2018-01-31,113.29488,139.619163,143.353039,3.935768,10.285397
2018-02-01,113.308999,139.664683,143.382427,3.934255,10.285757
2018-02-02,113.323373,139.712506,143.411852,3.932775,10.286117
2018-02-05,113.337767,139.762573,143.441312,3.931328,10.286477
2018-02-06,113.351946,139.814818,143.470807,3.929915,10.286837
2018-02-07,113.365676,139.869173,143.500336,3.928536,10.287197
2018-02-08,113.378725,139.925564,143.529897,3.927193,10.287557
2018-02-09,113.390862,139.98391,143.559491,3.925885,10.287917
2018-02-12,113.401859,140.044129,143.589115,3.924613,10.288277
2018-02-13,113.411491,140.106132,143.61877,3.923378,10.288637
2018-02-14,113.419539,140.169825,143.648454,3.92218,10.288997
2018-02-15,113.425787,140.235111,143.678166,3.921019,10.289357
2018-02-16,113.430024,140.301889,143.707905,3.919896,10.289717
2018-02-19,113.432047,140.370054,143.737671,3.918811,10.290078
2018-02-20,113.431659,140.439496,143.767463,3.917765,10.290438
2018-02-21,113.428669,140.510103,143.797279,3.916756,10.290798
2018-02-22,113.422896,140.581757,143.827119,3.915787,10.291158
2018-02-23,113.414167,140.654341,143.856982,3.914856,10.291518
2018-02-26,113.402316,140.727733,143.886867,3.913964,10.291879
2018-02-27,113.387191,140.801806,143.916772,3.913111,10.292239
2018-02-28,113.368645,140.876433,143.946698,3.912297,10.292599
2018-03-01,113.346546,140.951486,143.976643,3.911522,10.292959
2018-03-02,113.32077,141.026832,144.006605,3.910785,10.29332
2018-03-05,113.291207,141.102338,144.036585,3.910087,10.29368
2018-03-06,113.257756,141.177868,144.066582,3.909428,10.29404
2018-03-07,113.22033,141.253287,144.096594,3.908806,10.2944
2018-03-08,113.178854,141.328456,144.12662,3.908223,10.294761
2018-03-09,113.133267,141.403239,144.156659,3.907677,10.295121
2018-03-12,113.083518,141.477496,144.186712,3.907168,10.295481
2018-03-13,113.029572,141.551089,144.216775,3.906696,10.295842
2018-03-14,112.971406,141.623878,144.24685,3.906261,10.296202
2018-03-15,112.90901,141.695726,144.276934,3.905862,10.296562
2018-03-16,112.842388,141.766494,144.307027,3.905498,10.296923
2018-03-19,112.771558,141.836045,144.337128,3.905169,10.297283
2018-03-20,112.696549,141.904245,144.367236,3.904874,10.297644
2018-03-21,112.617406,141.970957,144.397349,3.904613,10.298004
2018-03-22,112.534185,142.03605,144.427468,3.904385,10.298364
2018-03-23,112.446957,142.099392,144.45759,3.90419,10.298725
2018-03-26,112.355805,142.160856,144.487716,3.904026,10.299085
2018-03-27,112.260823,142.220314,144.517844,3.903893,10.299446
2018-03-28,112.162119,142.277643,144.547973,3.903791,10.299806
2018-03-29,112.059813,142.332724,144.578103,3.903717,10.300167
2018-03-30,111.954035,142.385438,144.608232,3.903672,10.300527
2018-04-02,111.844927,142.435672,144.638359,3.903655,10.300888
2018-04-03,111.732642,142.483317,144.668483,3.903665,10.301248
2018-04-04,111.617344,142.528265,144.698604,3.9037,10.301609
2018-04-05,111.499205,142.570416,144.72872,3.903761,10.30197
2018-04-06,111.378406,142.609672,144.758831,3.903845,10.30233
2018-04-09,111.25514,142.645941,144.788936,3.903952,10.302691
2018-04-10,111.129604,142.679133,144.819033,3.904081,10.303051
2018-04-11,111.002005,142.709167,144.849122,3.90423,10.303412
2018-04-12,110.872556,142.735965,144.879202,3.9044,10.303773
2018-04-13,110.741477,142.759453,144.909271,3.904588,10.304133
2018-04-16,110.608993,142.779566,144.93933,3.904794,10.304494
2018-04-17,110.475335,142.796242,144.969376,3.905017,10.304854
2018-04-18,110.340736,142.809426,144.999409,3.905254,10.305215
2018-04-19,110.205437,142.819068,145.029428,3.905506,10.305576
2018-04-20,110.069677,142.825125,145.059432,3.905772,10.305937
2018-04-23,109.9337,142.827559,145.089421,3.906049,10.306297
2018-04-24,109.797753,142.82634,145.119392,3.906337,10.306658
2018-04-25,109.662081,142.821442,145.149345,3.906635,10.307019
2018-04-26,109.526931,142.812847,145.17928,3.906941,10.307379
2018-04-27,109.39255,142.800544,145.209195,3.907254,10.30774
2018-04-30,109.259183,142.784526,145.23909,3.907574,10.308101
2018-05-01,109.127074,142.764794,145.268963,3.907899,10.308462
2018-05-02,108.996464,142.741356,145.298813,3.908227,10.308823
